id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
1,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1770824905000,1770824906000,1,19.2,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,1.1977121212121218e-07,6.533333333333335e-07,0.00018167956818181824,0.00018167956818181824,0.0,235.0,
3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1770825104000,1770825300000,6,58.8,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,45097156608.0,,,7.18926700757576e-05,0.0008963733333333334,0.39703846272443183,0.39703846272443183,0.0,235.0,
6,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1770825101000,1770825300000,6,59.0,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,45097156608.0,,,6.622997540509258e-05,0.0009100933333333335,0.3920011676793982,0.3920011676793982,0.0,235.0,
7,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1770825100000,1770825300000,2,72.6,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,12884901888.0,,,9.057697916666669e-05,0.00026133333333333336,0.21546764613750002,0.21546764613750002,0.0,235.5,
2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1770825104000,1770825300000,2,74.4,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,12884901888.0,,,7.916061363636367e-05,0.0002561066666666667,0.226024884439394,0.226024884439394,0.0,235.5,
8,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1770825448000,1770825466000,1,84.1,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,9.457984753787875e-06,1.1760000000000001e-05,0.004986226417140151,0.004986226417140151,0.0,235.0,
5,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,1770825457000,1770825482000,6,68.1,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,45097156608.0,,,9.603656684027776e-06,0.00011433333333333334,0.02912519265407986,0.02912519265407986,0.0,235.0,
4,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1770825472000,1770825487000,1,100.2,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,9.39050804924242e-06,9.800000000000001e-06,0.00450976939157197,0.00450976939157197,0.0,235.0,
16,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1770825488000,1770825504000,1,99.5,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,8.980335648148148e-06,1.0453333333333335e-05,0.0045669122106481485,0.0045669122106481485,0.0,235.0,
9,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1770825493000,1770825509000,1,98.7,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,8.908131944444445e-06,1.0453333333333335e-05,0.004549944340277778,0.004549944340277778,0.0,235.0,
