start_ms,end_ms,duration_ms,start_time,end_time
1763196987000,1763196989000,2000,2025-11-15 08:56:27,2025-11-15 08:56:29
1763197094000,1763197096000,2000,2025-11-15 08:58:14,2025-11-15 08:58:16
1763197182000,1763197184000,2000,2025-11-15 08:59:42,2025-11-15 08:59:44
1763197288000,1763197290000,2000,2025-11-15 09:01:28,2025-11-15 09:01:30
1763197395000,1763197398000,3000,2025-11-15 09:03:15,2025-11-15 09:03:18
1763197503000,1763197505000,2000,2025-11-15 09:05:03,2025-11-15 09:05:05
1763197574000,1763197576000,2000,2025-11-15 09:06:14,2025-11-15 09:06:16
1763197645000,1763197647000,2000,2025-11-15 09:07:25,2025-11-15 09:07:27
1763197716000,1763197718000,2000,2025-11-15 09:08:36,2025-11-15 09:08:38
1763197787000,1763197789000,2000,2025-11-15 09:09:47,2025-11-15 09:09:49
1763197867000,1763197870000,3000,2025-11-15 09:11:07,2025-11-15 09:11:10
1763197956000,1763197959000,3000,2025-11-15 09:12:36,2025-11-15 09:12:39
1763198046000,1763198049000,3000,2025-11-15 09:14:06,2025-11-15 09:14:09
1763198136000,1763198139000,3000,2025-11-15 09:15:36,2025-11-15 09:15:39
1763198228000,1763198230000,2000,2025-11-15 09:17:08,2025-11-15 09:17:10
1763198330000,1763198332000,2000,2025-11-15 09:18:50,2025-11-15 09:18:52
1763198421000,1763198424000,3000,2025-11-15 09:20:21,2025-11-15 09:20:24
1763198523000,1763198526000,3000,2025-11-15 09:22:03,2025-11-15 09:22:06
1763198626000,1763198628000,2000,2025-11-15 09:23:46,2025-11-15 09:23:48
1763198715000,1763198717000,2000,2025-11-15 09:25:15,2025-11-15 09:25:17
1763198805000,1763198807000,2000,2025-11-15 09:26:45,2025-11-15 09:26:47
1763198894000,1763198897000,3000,2025-11-15 09:28:14,2025-11-15 09:28:17
1763198966000,1763198968000,2000,2025-11-15 09:29:26,2025-11-15 09:29:28
1763199055000,1763199057000,2000,2025-11-15 09:30:55,2025-11-15 09:30:57
1763199143000,1763199146000,3000,2025-11-15 09:32:23,2025-11-15 09:32:26
1763199238000,1763199240000,2000,2025-11-15 09:33:58,2025-11-15 09:34:00
1763199333000,1763199335000,2000,2025-11-15 09:35:33,2025-11-15 09:35:35
1763199428000,1763199431000,3000,2025-11-15 09:37:08,2025-11-15 09:37:11
1763199519000,1763199521000,2000,2025-11-15 09:38:39,2025-11-15 09:38:41
1763199607000,1763199609000,2000,2025-11-15 09:40:07,2025-11-15 09:40:09
1763199701000,1763199703000,2000,2025-11-15 09:41:41,2025-11-15 09:41:43
1763199791000,1763199793000,2000,2025-11-15 09:43:11,2025-11-15 09:43:13
1763199881000,1763199884000,3000,2025-11-15 09:44:41,2025-11-15 09:44:44
1763199970000,1763199972000,2000,2025-11-15 09:46:10,2025-11-15 09:46:12
1763200060000,1763200063000,3000,2025-11-15 09:47:40,2025-11-15 09:47:43
1763200150000,1763200153000,3000,2025-11-15 09:49:10,2025-11-15 09:49:13
1763200241000,1763200243000,2000,2025-11-15 09:50:41,2025-11-15 09:50:43
1763200320000,1763200323000,3000,2025-11-15 09:52:00,2025-11-15 09:52:03
1763200430000,1763200433000,3000,2025-11-15 09:53:50,2025-11-15 09:53:53
1763200537000,1763200540000,3000,2025-11-15 09:55:37,2025-11-15 09:55:40
1763200639000,1763200642000,3000,2025-11-15 09:57:19,2025-11-15 09:57:22
1763200731000,1763200733000,2000,2025-11-15 09:58:51,2025-11-15 09:58:53
1763200821000,1763200823000,2000,2025-11-15 10:00:21,2025-11-15 10:00:23
