start_ms,end_ms,duration_ms,start_time,end_time
1763195418000,1763196987000,1569000,2025-11-15 08:30:18,2025-11-15 08:56:27
1763196989000,1763197094000,105000,2025-11-15 08:56:29,2025-11-15 08:58:14
1763197096000,1763197182000,86000,2025-11-15 08:58:16,2025-11-15 08:59:42
1763197184000,1763197288000,104000,2025-11-15 08:59:44,2025-11-15 09:01:28
1763197290000,1763197395000,105000,2025-11-15 09:01:30,2025-11-15 09:03:15
1763197398000,1763197503000,105000,2025-11-15 09:03:18,2025-11-15 09:05:03
1763197505000,1763197574000,69000,2025-11-15 09:05:05,2025-11-15 09:06:14
1763197576000,1763197645000,69000,2025-11-15 09:06:16,2025-11-15 09:07:25
1763197647000,1763197716000,69000,2025-11-15 09:07:27,2025-11-15 09:08:36
1763197718000,1763197787000,69000,2025-11-15 09:08:38,2025-11-15 09:09:47
1763197789000,1763197867000,78000,2025-11-15 09:09:49,2025-11-15 09:11:07
1763197870000,1763197956000,86000,2025-11-15 09:11:10,2025-11-15 09:12:36
1763197959000,1763198046000,87000,2025-11-15 09:12:39,2025-11-15 09:14:06
1763198049000,1763198136000,87000,2025-11-15 09:14:09,2025-11-15 09:15:36
1763198139000,1763198228000,89000,2025-11-15 09:15:39,2025-11-15 09:17:08
1763198230000,1763198330000,100000,2025-11-15 09:17:10,2025-11-15 09:18:50
1763198332000,1763198421000,89000,2025-11-15 09:18:52,2025-11-15 09:20:21
1763198424000,1763198523000,99000,2025-11-15 09:20:24,2025-11-15 09:22:03
1763198526000,1763198626000,100000,2025-11-15 09:22:06,2025-11-15 09:23:46
1763198628000,1763198715000,87000,2025-11-15 09:23:48,2025-11-15 09:25:15
1763198717000,1763198805000,88000,2025-11-15 09:25:17,2025-11-15 09:26:45
1763198807000,1763198894000,87000,2025-11-15 09:26:47,2025-11-15 09:28:14
1763198897000,1763198966000,69000,2025-11-15 09:28:17,2025-11-15 09:29:26
1763198968000,1763199055000,87000,2025-11-15 09:29:28,2025-11-15 09:30:55
1763199057000,1763199143000,86000,2025-11-15 09:30:57,2025-11-15 09:32:23
1763199146000,1763199238000,92000,2025-11-15 09:32:26,2025-11-15 09:33:58
1763199240000,1763199333000,93000,2025-11-15 09:34:00,2025-11-15 09:35:33
1763199335000,1763199428000,93000,2025-11-15 09:35:35,2025-11-15 09:37:08
