task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
1,hu-worker-c42,6e/e94aa8,nf-6ee94aa8420eac64b3329c357ae7f979-28bad,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1763043553613,1763043562000,1763043562000,8387,0,-,83.8,0.0,3178496,5640192,3178496,5644288,712700,4914,279,18,282624,16384,2,0,/input/data/work/6e/e94aa8420eac64b3329c357ae7f979,true,-
2,hu-worker-c45,cb/44f46c,nf-cb44f46c6103f701a07840ee4a503034-d109a,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1763043553655,1763043555000,1763043565000,11345,10000,-,96.4,0.0,4796416,12550144,4796416,12554240,3147402788,5953,48261,20,16859136,16384,44,818,/input/data/work/cb/44f46c6103f701a07840ee4a503034,true,-
3,hu-worker-c44,8f/d98c05,nf-8fd98c053f3d370764fac1159d48f858-cb86e,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1763043553567,1763043564000,1763043576000,22433,11000,-,96.6,0.4,1174843392,1186750464,1174843392,1186754560,4064228117,838279371,496316,104481,57344,838287360,45,1126,/input/data/work/8f/d98c053f3d370764fac1159d48f858,true,-
14,hu-worker-c42,ed/4c6e6a,nf-ed4c6e6ab0c879cd65ed180b2b36cb62-18886,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763043568503,1763043573000,1763043660000,91497,86000,-,201.6,0.4,1208348672,5049425920,1208348672,5053853696,1740178580,3670783,3365687,11230,1126400,4308992,11,8,/input/data/work/ed/4c6e6ab0c879cd65ed180b2b36cb62,true,-
16,hu-worker-c44,98/f1ece5,nf-98f1ece540a4dbcfbf229b47b311f984-85806,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763043568068,1763043568000,1763043676000,107932,107000,-,200.7,0.4,1193107456,5049425920,1196797952,5053222912,2183675628,3676835,4231882,11236,7372800,4284416,37,15,/input/data/work/98/f1ece540a4dbcfbf229b47b311f984,true,-
51,hu-worker-c42,f2/9ba285,nf-f29ba2857328cbe5b43530b350a62005-bdd66,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763043568194,1763043573000,1763043690000,121806,116000,-,202.1,0.4,1193132032,5049425920,1208315904,5054550016,2401470051,3695697,4657265,11266,0,4476928,12,0,/input/data/work/f2/9ba2857328cbe5b43530b350a62005,true,-
39,hu-worker-c44,6e/8329c7,nf-6e8329c71e68d6a6c2599caa6454f967-19121,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763043567910,1763043568000,1763043695000,127090,126000,-,200.6,0.4,1093197824,4833021952,1093197824,4900134912,2559988246,3690875,4966867,11303,0,4349952,12,1,/input/data/work/6e/8329c71e68d6a6c2599caa6454f967,true,-
20,hu-worker-c45,8d/48957d,nf-8d48957d5b790d4e8312c57fc304ba34-87789,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763043568394,1763043569000,1763043693000,124606,123000,-,201.7,0.4,1101148160,4903280640,1101148160,4903284736,2518975379,3693323,4886775,11306,1122304,4292608,12,9,/input/data/work/8d/48957d5b790d4e8312c57fc304ba34,true,-
6,hu-worker-c42,fa/4e38fe,nf-fa4e38fe1413c9221a0b7370c4fd131f-d6493,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763043567819,1763043572000,1763043697000,129181,123000,-,200.6,0.4,1133649920,5045231616,1134063616,5045235712,2508432365,3693312,4866148,11269,2080768,4501504,31,1,/input/data/work/fa/4e38fe1413c9221a0b7370c4fd131f,true,-
46,hu-worker-c40,73/52720c,nf-7352720c3da359b015dcb7dae8265439-cbe48,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763043567864,1763043577000,1763043701000,133136,123000,-,201.7,0.4,1168154624,5051547648,1168154624,5051551744,2507999194,3695795,4865335,11280,19636224,4444160,7,0,/input/data/work/73/52720c3da359b015dcb7dae8265439,true,-
