task_id	hostname	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	cpu_model
6	hu-worker-c45	47/e65235	nf-47e65235ef021cecf506143c35ac13bc-a58ec	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_ALLELES	G1000_alleles_hg19.zip	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_ALLELES (G1000_alleles_hg19.zip)	COMPLETED	0	-	quay.io/biocontainers/p7zip:15.09--h2d50403_4	1	14400000	-	1073741824	1	1770522654737	1770522656000	1770522657000	2263	0	-	94.4	0.0	2883584	11575296	2883584	11579392	11009442	33652568	505	1058	0	33701888	3	1	/input/data/work/47/e65235ef021cecf506143c35ac13bc	true	-	Intel Xeon Silver 4314
13	hu-worker-c45	1a/779d15	nf-1a779d15a181c19e5f4179670c002bc2-e12e9	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_LOCI	G1000_loci_hg19.zip	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_LOCI (G1000_loci_hg19.zip)	COMPLETED	0	-	quay.io/biocontainers/p7zip:15.09--h2d50403_4	1	14400000	-	1073741824	1	1770522654802	1770522656000	1770522657000	2198	0	-	92.2	0.0	2957312	11575296	2957312	11579392	9300224	37200247	490	1168	4698112	37253120	3	2	/input/data/work/1a/779d15a181c19e5f4179670c002bc2	true	-	Intel Xeon Silver 4314
12	hu-worker-c42	b6/f28fd6	nf-b6f28fd6300af034bd810aa7ff45a2f1-4dd99	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_GC	GC_G1000_hg19.zip	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_GC (GC_G1000_hg19.zip)	COMPLETED	0	-	quay.io/biocontainers/p7zip:15.09--h2d50403_4	1	14400000	-	1073741824	1	1770522654496	1770522658000	1770522663000	8504	3000	-	98.9	0.0	9760768	42328064	9760768	42336256	113274619	388442025	1076	11875	0	388448256	16	50	/input/data/work/b6/f28fd6300af034bd810aa7ff45a2f1	true	-	Intel Xeon Silver 4314
10	hu-worker-c44	9e/274980	nf-9e2749803786d740636c4effc6a2c3f1-1afff	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS	[human_g1k_v37_decoy.fasta]	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS ([human_g1k_v37_decoy.fasta])	COMPLETED	0	-	quay.io/biocontainers/gawk:5.1.0	1	14400000	-	1073741824	1	1770522654870	1770522660000	1770522661000	6130	0	-	45.7	0.0	2932736	11575296	2932736	11579392	52284	2600	145	17	0	12288	2	0	/input/data/work/9e/2749803786d740636c4effc6a2c3f1	true	-	Intel Xeon Silver 4314
9	hu-worker-c42	ca/e244f5	nf-cae244f5dd644f717a357b72b2dc8787-fe639	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_RT	RT_G1000_hg19.zip	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_RT (RT_G1000_hg19.zip)	COMPLETED	0	-	quay.io/biocontainers/p7zip:15.09--h2d50403_4	1	14400000	-	1073741824	1	1770522655015	1770522659000	1770522663000	7985	3000	-	99.0	0.0	9924608	42328064	9924608	42336256	114384467	435495663	1084	13311	0	435499008	12	68	/input/data/work/ca/e244f5dd644f717a357b72b2dc8787	true	-	Intel Xeon Silver 4314
89	hu-worker-c40	78/5e93d9	nf-785e93d9adab83b1925501a24aa0b87c-d5f87	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:CREATE_INTERVALS_BED	human_g1k_v37_decoy.fasta.bed	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:CREATE_INTERVALS_BED (human_g1k_v37_decoy.fasta.bed)	COMPLETED	0	-	quay.io/biocontainers/gawk:5.1.0	1	14400000	-	1073741824	1	1770522666261	1770522667000	1770522668000	1739	0	-	23.9	0.0	2912256	11575296	2912256	11579392	51561	2607	145	58	4194304	180224	4	8	/input/data/work/78/5e93d9adab83b1925501a24aa0b87c	true	-	Intel Xeon Silver 4314
90	hu-worker-c45	3a/726eb0	nf-3a726eb0e4813621538e41a03f3168b6-c6810	NFCORE_SAREK:SAREK:PREPARE_REFERENCE_CNVKIT:CNVKIT_ANTITARGET	input	NFCORE_SAREK:SAREK:PREPARE_REFERENCE_CNVKIT:CNVKIT_ANTITARGET (input)	COMPLETED	0	-	quay.io/biocontainers/cnvkit:0.9.9--pyhdfd78af_0	2	14400000	-	12884901888	1	1770522666231	1770522666000	1770522672000	5769	5000	-	142.6	0.1	140931072	4638343168	141189120	4751417344	53569823	119118	7678	34	122793984	147456	2437	114	/input/data/work/3a/726eb0e4813621538e41a03f3168b6	true	-	Intel Xeon Silver 4314
101	hu-worker-c40	fb/2c26c1	nf-fb2c26c173dd8b47a65cc408cf1cef7d-4eba0	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT	9_1-141213431	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (9_1-141213431)	COMPLETED	0	-	quay.io/biocontainers/tabix:1.11--hdfd78af_0	1	14400000	-	1073741824	1	1770522704242	1770522705000	1770522705000	758	0	-	25.4	0.0	3330048	5640192	3330048	5644288	87489	3361	211	47	405504	16384	6	8	/input/data/work/fb/2c26c173dd8b47a65cc408cf1cef7d	true	-	Intel Xeon Silver 4314
108	hu-worker-c44	ba/aa0ef0	nf-baaa0ef0f0fa8429bb3dc04ba42e8a47-f4079	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT	16_1-90354753	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_1-90354753)	COMPLETED	0	-	quay.io/biocontainers/tabix:1.11--hdfd78af_0	1	14400000	-	1073741824	1	1770522704357	1770522705000	1770522705000	643	0	-	42.3	0.0	3239936	5640192	3239936	5644288	87327	3314	210	47	397312	16384	3	4	/input/data/work/ba/aa0ef0f0fa8429bb3dc04ba42e8a47	true	-	Intel Xeon Silver 4314
98	hu-worker-c44	1f/9a1d88	nf-1f9a1d88cf8adf597a72dba2fe2a1ec4-29980	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT	7_1-159138663	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (7_1-159138663)	COMPLETED	0	-	quay.io/biocontainers/tabix:1.11--hdfd78af_0	1	14400000	-	1073741824	1	1770522704452	1770522705000	1770522705000	548	0	-	20.9	0.0	3289088	5640192	3289088	5644288	87302	3370	211	47	4194304	16384	6	11	/input/data/work/1f/9a1d88cf8adf597a72dba2fe2a1ec4	true	-	Intel Xeon Silver 4314
96	hu-worker-c40	56/6f586f	nf-566f586fc2ae2a9433ec3f158190d471-6037f	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT	5_1-180915260	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (5_1-180915260)	COMPLETED	0	-	quay.io/biocontainers/tabix:1.11--hdfd78af_0	1	14400000	-	1073741824	1	1770522704483	1770522705000	1770522705000	517	0	-	43.8	0.0	3268608	5640192	3268608	5644288	87489	3379	211	47	4194304	16384	3	5	/input/data/work/56/6f586fc2ae2a9433ec3f158190d471	true	-	Intel Xeon Silver 4314
95	hu-worker-c44	4e/4a1b82	nf-4e4a1b824ba803e86a9fd2fdc67dc7cf-73c39	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT	4_1-191154276	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (4_1-191154276)	COMPLETED	0	-	quay.io/biocontainers/tabix:1.11--hdfd78af_0	1	14400000	-	1073741824	1	1770522704514	1770522705000	1770522705000	486	0	-	21.4	0.0	3194880	5640192	3194880	5644288	87302	3384	226	47	8392704	16384	3	6	/input/data/work/4e/4a1b824ba803e86a9fd2fdc67dc7cf	true	-	Intel Xeon Silver 4314
122	hu-worker-c40	a4/0ca039	nf-a40ca039c8c6d7fbf7350dde6ea10f22-b1e23	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT	GL000222.1_1-186861	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000222.1_1-186861)	COMPLETED	0	-	quay.io/biocontainers/tabix:1.11--hdfd78af_0	1	14400000	-	1073741824	1	1770522704537	1770522705000	1770522705000	463	0	-	66.3	0.0	3321856	5640192	3321856	5644288	87525	3249	210	47	4194304	16384	7	17	/input/data/work/a4/0ca039c8c6d7fbf7350dde6ea10f22	true	-	Intel Xeon Silver 4314
