task_id,hash,native_id,process,name,status,exit,cpus,memory,submit,start,complete,duration,realtime,%cpu,peak_rss,peak_vmem,hostname,cpu_model
1,60/d766d1,nf-60d766d126f1ad896473083f440f4154-63b83,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,1,6442450944,1780902449843,1780902450000,1780902459000,9157,3000,0.9,2359296,23154688,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
18,c6/bb064e,nf-c6bb064eeb44129d6fc55981adf206ea-774a6,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780902537428,1780902538000,1780902582000,44572,39000,29.4,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
17,ba/e347c4,nf-bae347c40dc9ac39acb9d68adba37525-e487d,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780902537400,1780902538000,1780902582000,44600,39000,29.3,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
16,e3/da8e32,nf-e3da8e3252e647861571790812602814-fd69b,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780902537314,1780902537000,1780902582000,44686,40000,29.1,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
11,26/3accd2,nf-263accd24bf9d5d40d0e54a6d3fcda22-39a02,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780902537336,1780902538000,1780902582000,44664,39000,29.3,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
8,2a/6b1f4d,nf-2a6b1f4df81e2cc2a68ba1e3f30742cc-548bc,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780902537229,1780902537000,1780902582000,44771,17000,67.2,5505024,12554240,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
5,e6/e806ca,nf-e6e806ca2bf50cdc4c494f1a95c232ef-fde87,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780902537211,1780902537000,1780902582000,44789,40000,28.5,4718592,12554240,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
4,69/21549a,nf-6921549a3bd68ab3e7dc6a28f3b94a02-e8c53,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,32,45097156608,1780902537251,1780902538000,1780902582000,44749,17000,66.5,4718592,12431360,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
2,86/d6c3ce,nf-86d6c3cecd73539d5b71409d5d9cebe5-3967c,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),COMPLETED,0,32,45097156608,1780902497923,1780902498000,1780902663000,165077,139000,90.3,4862730240,11769573376,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
9,0c/9094b0,nf-0c9094b01bd86ca3c318512c61277e8a-a84d9,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),COMPLETED,0,32,45097156608,1780902579379,1780902580000,1780902663000,83621,65000,95.2,4851429376,11837972480,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
