task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,hu-worker-c44,c0/4d1f12,nf-c04d1f12ece0bfba3594818bea7968ec-8bbaa,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,chip_seq_data.csv,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1763561659733,1763561664000,1763561665000,5267,0,-,37.5,0.0,2981888,11575296,2981888,11579392,689945,9275,247,18,6017024,20480,3,0,/input/data/work/c0/4d1f12ece0bfba3594818bea7968ec,true,-,Intel Xeon Silver 4314
3,hu-worker-c45,3a/ee8431,nf-3aee84315abad6b98e50db64078c3fad-2405e,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,2,14400000,-,12884901888,1,1763561659618,1763561662000,1763561673000,13382,10000,-,98.4,0.0,4960256,12410880,4960256,12414976,3147402840,5963,48261,20,0,16384,15,805,/input/data/work/3a/ee84315abad6b98e50db64078c3fad,true,-,Intel Xeon Silver 4314
2,hu-worker-c40,15/fe074c,nf-15fe074ca649b6f393a2bc8f4993d0c9-3a0fe,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED,genes.gtf,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),COMPLETED,0,-,quay.io/biocontainers/perl:5.26.2,2,14400000,-,12884901888,1,1763561659679,1763561661000,1763561682000,22321,20000,-,100.1,1.0,2807091200,2828025856,2807091200,2828029952,916296185,25693121,112010,3154,2744320,25702400,59,523,/input/data/work/15/fe074ca649b6f393a2bc8f4993d0c9,true,-,Intel Xeon Silver 4314
214,hu-worker-c40,bf/4d01ce,nf-bf4d01ce98f9ef1abd8e3c04d3ae79d3-b89ab,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS,genome.fa.sizes,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes),COMPLETED,0,-,quay.io/biocontainers/bedtools:2.30.0--hc088bd4_0,1,14400000,-,6442450944,1,1763561678119,1763561678000,1763561679000,881,0,-,56.1,0.0,2953216,11575296,2953216,11579392,101999,26541,195,23,65536,20480,2,2,/input/data/work/bf/4d01ce98f9ef1abd8e3c04d3ae79d3,true,-,Intel Xeon Silver 4314
64,hu-worker-c44,b7/98ad67,nf-b798ad67ec506ec1fc0326d9ceb2c46c-0a394,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_Daro_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763561668790,1763561674000,1763561726000,57210,51000,-,104.5,0.4,1100664832,4981264384,1100955648,5036457984,589140998,1729974,1116926,5504,3067904,2138112,6,2,/input/data/work/b7/98ad67ec506ec1fc0326d9ceb2c46c,true,-,Intel Xeon Silver 4314
7,hu-worker-c45,f9/7f7c3f,nf-f97f7c3fb00e25899a7eed89e1a1f49f-49906,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_LAPC4_Control_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763561668871,1763561669000,1763561737000,68129,67000,-,104.3,0.4,1043615744,4835119104,1043615744,4900134912,770943037,1748396,1472007,5480,0,2203648,35,8,/input/data/work/f9/7f7c3fb00e25899a7eed89e1a1f49f,true,-,Intel Xeon Silver 4314
16,hu-worker-c44,48/df38ae,nf-48df38ae7d25c9e69d767a8873e63cc9-a0eb4,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_LAPC4_R1881_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763561668457,1763561674000,1763561746000,77543,71000,-,104.1,0.4,1142374400,4776779776,1145180160,4803641344,821980249,1746348,1571688,5505,1507328,2228224,57,0,/input/data/work/48/df38ae7d25c9e69d767a8873e63cc9,true,-,Intel Xeon Silver 4314
11,hu-worker-c44,59/6add91,nf-596add918a2dc310c56b4ef3a318ae05-31202,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_LAPC4_Daro_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763561668598,1763561674000,1763561746000,77402,71000,-,104.2,0.4,1142669312,4981264384,1144668160,4984709120,807658365,1747924,1543714,5509,1368064,2215936,52,0,/input/data/work/59/6add918a2dc310c56b4ef3a318ae05,true,-,Intel Xeon Silver 4314
18,hu-worker-c45,13/9e4bf3,nf-139e4bf3a1d9b1536d92828a33411820-d0cc3,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_LAPC4_R1881_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763561668699,1763561669000,1763561745000,76301,75000,-,104.1,0.4,1040134144,4764860416,1040134144,4766453760,886090039,1754305,1696905,5502,0,2273280,34,17,/input/data/work/13/9e4bf3a1d9b1536d92828a33411820,true,-,Intel Xeon Silver 4314
5,hu-worker-c40,b3/65a142,nf-b365a1424eb5f77b12c12a42b4625523-28c5b,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_LAPC4_Control_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763561668761,1763561669000,1763561743000,74239,73000,-,103.6,0.4,1040269312,4764860416,1040687104,4766224384,836338900,1751062,1599731,5510,0,2260992,11,0,/input/data/work/b3/65a1424eb5f77b12c12a42b4625523,true,-,Intel Xeon Silver 4314
