task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
3,hu-worker-c45,f1/0cdc4e,nf-f10cdc4e1bfa9bcd8b7f719655042a49-a578a,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1763508986402,1763508988000,1763508988000,1598,0,-,73.6,0.0,3305472,5640192,3305472,5644288,712521,4914,279,18,8192,16384,4,0,/input/data/work/f1/0cdc4e1bfa9bcd8b7f719655042a49,true,-,Intel Xeon Silver 4314
2,hu-worker-c44,6d/9dbec8,nf-6d9dbec892cf3631454b672c3e8dae70-96810,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1763508986459,1763508993000,1763509006000,19541,12000,-,96.8,0.4,1174806528,1186750464,1174806528,1186754560,4064228160,838279371,496316,104481,233472,838287360,42,1190,/input/data/work/6d/9dbec892cf3631454b672c3e8dae70,true,-,Intel Xeon Silver 4314
1,hu-worker-c40,17/864395,nf-178643952f6f95b1e0c12fb3a0c842f4-dcbe7,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1763508986501,1763508993000,1763509005000,18499,12000,-,98.4,0.0,4939776,12550144,4939776,12554240,3147403011,5955,48261,20,8470528,16384,39,704,/input/data/work/17/8643952f6f95b1e0c12fb3a0c842f4,true,-,Intel Xeon Silver 4314
60,hu-worker-c44,53/1dd466,nf-531dd466e7ac2c76db69a5f8bc8672dd-8d599,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763508995519,1763508996000,1763509068000,72481,71000,-,200.3,0.5,1218945024,4981264384,1218945024,5044183040,1417782958,3669188,2736062,11226,0,4268032,12,11,/input/data/work/53/1dd466e7ac2c76db69a5f8bc8672dd,true,-,Intel Xeon Silver 4314
12,hu-worker-c44,32/91a075,nf-3291a075da8dbd07f3c7b7fd3066023a-e387d,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763508994768,1763508995000,1763509084000,89232,88000,-,200.0,0.4,1212170240,5049425920,1222832128,5054590976,1740178124,3670765,3365687,11230,6242304,4374528,34,8,/input/data/work/32/91a075da8dbd07f3c7b7fd3066023a,true,-,Intel Xeon Silver 4314
45,hu-worker-c44,d3/bc5df5,nf-d3bc5df58b2f2e1d84ff072471efc3de-c86f1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763508994851,1763508995000,1763509107000,112149,111000,-,203.1,0.4,1093296128,4764860416,1093509120,4765757440,2256972401,3675334,4375044,11284,0,4382720,12,8,/input/data/work/d3/bc5df58b2f2e1d84ff072471efc3de,true,-,Intel Xeon Silver 4314
10,hu-worker-c40,94/52e912,nf-9452e9121fc842a9f716cc15f9b66f74-ad4c3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763508994812,1763508995000,1763509122000,127188,126000,-,201.0,0.4,1096736768,4969345024,1096912896,5037383680,2589104460,3695789,5023746,11354,31670272,4481024,92,4,/input/data/work/94/52e9121fc842a9f716cc15f9b66f74,true,-,Intel Xeon Silver 4314
52,hu-worker-c40,4b/7ee753,nf-4b7ee75337196cef98329375e13a791c-285c7,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763508994890,1763508995000,1763509141000,146110,145000,-,199.6,0.4,1201631232,5049425920,1206583296,5053329408,2938869000,3692549,5706869,11273,0,4591616,12,9,/input/data/work/4b/7ee75337196cef98329375e13a791c,true,-,Intel Xeon Silver 4314
4,hu-worker-c42,89/14e5b7,nf-8914e5b7f9d15a6bc2cbd10ae40f8d8a-2eeab,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763508995464,1763509000000,1763509145000,149536,144000,-,201.4,0.4,1099530240,5039603712,1099796480,5039607808,2508432373,3693313,4866148,11311,50630656,4521984,121,4,/input/data/work/89/14e5b7f9d15a6bc2cbd10ae40f8d8a,true,-,Intel Xeon Silver 4314
31,hu-worker-c40,d2/3644c7,nf-d23644c70bf651758c66a84a6e9566d4-c3452,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1763508995584,1763508996000,1763509146000,150416,149000,-,200.8,0.4,1092587520,4764860416,1092861952,4831973376,3094680321,3668451,6011182,11229,0,4624384,12,8,/input/data/work/d2/3644c70bf651758c66a84a6e9566d4,true,-,Intel Xeon Silver 4314
