task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
3,hu-worker-c45,f0/38527c,nf-f038527c9b30a3d1b44a51a8d601322d-59e00,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED,genes.gtf,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),COMPLETED,0,-,quay.io/biocontainers/perl:5.26.2,2,14400000,-,12884901888,1,1771610403656,1771610409000,1771610415000,11344,5000,-,96.0,0.4,1027936256,1049067520,1027936256,1049071616,142265630,8099189,17524,1006,2744320,8110080,58,72,/input/data/work/f0/38527c9b30a3d1b44a51a8d601322d,true,-,Intel Xeon Silver 4314
2,hu-worker-c40,f1/f03726,nf-f1f0372609944385b7aed41eefa9f1a8-70f41,NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,samplesheet_full.csv,NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1771610397715,1771610420000,1771610421000,23285,0,-,52.7,0.0,2912256,11575296,2912256,11579392,688439,1316,246,17,0,12288,2,0,/input/data/work/f1/f0372609944385b7aed41eefa9f1a8,true,-,Intel Xeon Silver 4314
4,hu-worker-c42,35/3f2f2d,nf-353f2f2d0f1fd46cbf833d47d8418937-99c27,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT,-,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT,COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,1,14400000,-,6442450944,1,1771610417221,1771610427000,1771610432000,14779,2710,-,2.6,0.0,3084288,4079616,3084288,4087808,16294105,10232221,2298,540,0,2142208,2,0,/input/data/work/35/3f2f2d0f1fd46cbf833d47d8418937,true,-,Intel Xeon Silver 4314
1,hu-worker-c45,9d/c11b7c,nf-9dc11b7c34553b376534853a5a5f49c0-19474,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1771610573810,1771610582000,1771610595000,21190,12000,-,88.0,0.0,4845568,12550144,4845568,12554240,3157722124,6104,48419,20,0,16384,14,917,/input/data/work/9d/c11b7c34553b376534853a5a5f49c0,true,-,Intel Xeon Silver 4314
17,hu-worker-c45,a2/753316,nf-a2753316b9fec83e21d0c4c888cf3f71-f4d50,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES,genome.fa.fai,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES (genome.fa.fai),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1771610597378,1771610598000,1771610599000,1622,0,-,64.4,0.0,3010560,11575296,3010560,11579392,669634,499,244,17,0,12288,3,2,/input/data/work/a2/753316b9fec83e21d0c4c888cf3f71,true,-,Intel Xeon Silver 4314
18,hu-worker-c42,35/a687b7,nf-35a687b717a2264841716a05eb9ec782-a91cb,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS,genome.fa.sizes,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes),COMPLETED,0,-,quay.io/biocontainers/bedtools:2.30.0--hc088bd4_0,1,14400000,-,6442450944,1,1771610597439,1771610598000,1771610599000,1561,0,-,51.6,0.0,3002368,11575296,3002368,11579392,116599,38936,224,454,4198400,20480,3,2,/input/data/work/35/a687b717a2264841716a05eb9ec782,true,-,Intel Xeon Silver 4314
5,hu-worker-c42,71/22c9dd,nf-7122c9dd788d83edeb09004781d83f38-c4e0b,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,GM12878_FAST_REP1_T1,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1771610581071,1771610591000,1771610619000,37929,27000,-,190.7,0.4,1190293504,4913102848,1190985728,4976021504,477163756,3602076,898912,11134,0,4091904,7,3,/input/data/work/71/22c9dd788d83edeb09004781d83f38,true,-,Intel Xeon Silver 4314
8,hu-worker-c45,87/91777b,nf-8791777ba6d16d9c1b5a7f0779b4acb2-19c7a,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,GM12878_FAST_REP2_T1,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1771610589994,1771610590000,1771610658000,68006,67000,-,137.0,0.4,1195143168,5049425920,1201729536,5110247424,822872370,3637017,1574110,11188,0,4198400,12,17,/input/data/work/87/91777ba6d16d9c1b5a7f0779b4acb2,true,-,Intel Xeon Silver 4314
6,hu-worker-c44,08/5bd05b,nf-085bd05b32c51f4982ae0c39784a636c-fe0b8,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,GM12878_FAST_REP1_T1,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.7--hdfd78af_0,12,57600000,-,77309411328,1,1771610581115,1771610592000,1771610685000,103885,92000,-,703.9,0.5,1247223808,3472769024,1289875456,3539881984,13752619394,13224246974,1849156,599181,0,865955840,291565,627,/input/data/work/08/5bd05b32c51f4982ae0c39784a636c,true,-,Intel Xeon Silver 4314
12,hu-worker-c42,d7/bf6d59,nf-d7bf6d59e3bdeacf9b492908cd6c870b-b3fb4,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,GM12878_OMNI_REP2_T1,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1771610630852,1771610632000,1771610796000,165148,163000,-,153.1,0.4,1211355136,4913102848,1221529600,4916899840,2718404545,3701817,5276275,11296,0,4493312,12,0,/input/data/work/d7/bf6d59e3bdeacf9b492908cd6c870b,true,-,Intel Xeon Silver 4314
7,hu-worker-c40,f4/35de6f,nf-f435de6f7ef7c1b6c0fa6b0580693e39-50f1e,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,GM12878_FAST_REP2_T1,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.7--hdfd78af_0,12,57600000,-,77309411328,1,1771610589956,1771610598000,1771610776000,186044,177000,-,719.9,0.8,1904029696,3404619776,1939677184,3471732736,24158852360,23284306650,3269422,1049967,0,1529647104,523775,306834,/input/data/work/f4/35de6f7ef7c1b6c0fa6b0580693e39,true,-,Intel Xeon Silver 4314
