id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
3,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1769612044215,1769612051824,1,1.4,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,6.655577248526933e-08,5.08257421875e-06,0.0015241424774056396,0.0015241424774056396,0.0,296.0,
2,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,1769612039000,1769612100000,2,98.7,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,12884901888.0,,,3.755763212594699e-05,7.273932291666668e-05,0.05030987667386365,0.05030987667386365,0.0,296.0,
1,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED,1769612048000,1769612100000,2,99.7,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,12884901888.0,,,2.9244756365740737e-05,5.742569444444444e-05,0.05476239099652778,0.05476239099652778,0.0,296.0,
4,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769612117000,1769612261000,6,97.7,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,8.789965378787877e-05,0.0005771250000000002,0.19684729752121216,0.19684729752121216,0.0,296.0,
6,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769612117000,1769612266000,6,97.5,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,7.886258877840912e-05,0.0004970546875,0.1704715137784091,0.1704715137784091,0.0,296.0,
8,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769612272000,1769612400000,6,95.5,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,6.635803030303033e-05,0.00042699999999999997,0.16691689734611742,0.16691689734611742,0.0,298.5,
7,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1769612137000,1769612400000,12,421.0,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.0006906993708175507,0.001568069010416667,0.7228831782513417,0.7228831782513417,0.0,298.5,
10,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769612267000,1769612400000,6,100.1,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,8.317940839120368e-05,0.0005330390625000001,0.2284224573940394,0.2284224573940394,0.0,298.5,
5,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1769612163000,1769612400000,12,396.3,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.0005298121627604165,0.0013086432291666665,0.653923844236545,0.653923844236545,0.0,298.5,
11,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769612427000,1769612700000,6,39.1,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,6.658717966382579e-05,0.00097661484375,0.43362430773234695,0.43362430773234695,0.0,301.0,
9,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1769612422000,1769612700000,12,290.6,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.00043855144981060627,0.0015456510416666665,0.8464550729289773,0.8464550729289773,0.0,301.0,
14,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769612452000,1769612700000,6,38.2,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,5.918956557239056e-05,0.0009939375000000002,0.49338153726045886,0.49338153726045886,0.0,301.0,
12,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1769612451000,1769612700000,12,247.8,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.00034805682552083335,0.0013749036458333334,1.1538576322899305,1.1538576322899305,0.0,301.0,
15,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769612822000,1769612998000,6,98.8,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,9.43951666666667e-05,0.000587125,0.20513757016666667,0.20513757016666667,0.0,301.0,
13,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1769612809000,1769613000000,12,394.5,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.000470036507694129,0.0011387877604166667,0.737793332293679,0.737793332293679,0.0,301.0,
19,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769613015000,1769613154000,6,96.9,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,7.597803949652778e-05,0.0004605098958333333,0.16148286853428817,0.16148286853428817,0.0,301.0,
17,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1769613002000,1769613181000,6,99.9,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,0.00011172455355113634,0.0007173984375000002,0.24956602030639208,0.24956602030639208,0.0,301.0,
16,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1769613001000,1769613297000,12,401.9,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.0006457878390151517,0.0016457291666666664,0.6897466187102272,0.6897466187102272,0.0,301.0,
