id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
3,NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1772212093000,1772212095000,1,24.5,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,3.0566611426767686e-07,1.1924479166666668e-06,0.00036853605160984854,0.00036853605160984854,0.0,246.0,
2,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED,1772212111000,1772212177000,2,17.8,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,12884901888.0,,,8.536645138888892e-06,8.802291666666666e-05,0.023753652204166666,0.023753652204166666,0.0,246.0,
4,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1772212112000,1772212200000,6,29.3,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,1.3996854166666674e-05,0.0002935625,0.25363161740767043,0.25363161740767043,0.0,246.0,
6,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1772212126000,1772212200000,6,43.4,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,2.3336984617003376e-05,0.00029607708333333335,0.3281073102861743,0.3281073102861743,0.0,246.0,
5,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,1772212111000,1772212200000,12,255.4,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.00014179539136679298,0.0005306393229166667,0.726728150877178,0.726728150877178,0.0,246.0,
1,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,1772212446000,1772212471000,1,64.5,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,1.0074646859217168e-05,1.669921875e-05,0.006586370939867423,0.006586370939867423,0.0,246.0,
16,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT,1772212481000,1772212481000,1,67.0,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,0.0,0.0,0.0,0.0,0.0,246.0,
8,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1772212252000,1772212500000,6,90.3,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,0.00013991669558080803,0.0009939375000000002,0.5960964113702651,0.5960964113702651,0.0,246.0,
7,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,1772212410000,1772212500000,12,435.1,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.00021257477982954554,0.000500390625,0.7834063868267045,0.7834063868267045,0.0,246.0,
9,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,1772212460000,1772212500000,12,584.2,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.00016980279503367012,0.00026673611111111115,2.991797566317951,2.991797566317951,0.0,243.5,
11,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1772212785000,1772212800000,6,170.4,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,1.5969486742424238e-05,6.0117187500000004e-05,0.27951200649696967,0.27951200649696967,0.0,246.0,
10,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,1772212505000,1772212800000,12,570.9,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.0010505900299479169,0.0017588606770833335,2.2413988211929685,2.2413988211929685,0.0,243.5,
13,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1772213013000,1772213100000,6,192.1,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,0.00010441832593118683,0.00034867968750000003,0.2831393861862058,0.2831393861862058,0.0,246.0,
12,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,1772212816000,1772213100000,12,632.6,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,64424509440.0,,,0.0009752763049242427,0.0015790104166666663,1.768969470244318,1.768969470244318,0.0,243.5,
14,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1772213237000,1772213400000,6,203.2,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,38654705664.0,,,0.0002069385571548821,0.0006532734375000001,0.2484957189712542,0.2484957189712542,0.0,243.5,
18,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES,1772213433000,1772213435000,1,30.6,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,3.823679924242423e-07,1.3359375e-06,0.0004141116236742424,0.0004141116236742424,0.0,241.0,
17,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS,1772213438000,1772213439000,1,32.2,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,6442450944.0,,,2.0118054503367e-07,6.6796875e-07,0.00020946498010311447,0.00020946498010311447,0.0,241.0,
