task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
3,hu-worker-c40,b1/46f54c,nf-b146f54c97df23cc44a818c095dce8e7-155a3,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,1073741824,1,1761230416178,1761230424000,1761230424000,7822,0,-,86.8,0.0,3207168,5640192,3207168,5644288,712525,4913,279,18,12288,16384,2,0,/input/data/work/b1/46f54c97df23cc44a818c095dce8e7,true,-
2,hu-worker-c45,1f/b592af,nf-1fb592af8a4707d42ff01b7e51609888-40be2,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,1073741824,1,1761230416131,1761230420000,1761230436000,19869,15000,-,98.6,0.0,4886528,12550144,4886528,12554240,3147402588,5968,48261,20,9379840,16384,36,1597,/input/data/work/1f/b592af8a4707d42ff01b7e51609888,true,-
1,hu-worker-c42,df/198349,nf-df1983492669e7d1fbf3e4f3118e9c8c-579a8,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,1712324608,1,1761230416070,1761230425000,1761230440000,23930,14000,-,97.6,0.2,492314624,502349824,492314624,502353920,4064228156,838279370,496316,104481,147456,838287360,34,2486,/input/data/work/df/1983492669e7d1fbf3e4f3118e9c8c,true,-
82,hu-worker-c42,b3/3516b2,nf-b33516b2a83cfbc6017dae28d5e9a0f2-56d3e,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,quay.io/biocontainers/mulled-v2-cf0123ef83b3c38c13e3b0696a3f285d3f20f15b:64aad4a4e144878400649e71f42105311be7ed87-0,1,57600000,-,1729101824,1,1761230443919,1761230444000,1761230495000,51081,49000,-,99.2,0.4,1191493632,1522298880,1191493632,1522302976,4568154611,1562136149,522502,3509959,38445056,1562157056,43,3418,/input/data/work/b3/3516b2a83cfbc6017dae28d5e9a0f2,true,-
42,hu-worker-c40,18/5bb91c,nf-185bb91c7a58c3f7e8563dcb067ca9ee-fb2d0,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1761230430060,1761230435000,1761230523000,92940,87000,-,198.1,0.2,568815616,4097867776,573689856,4155158528,1417816535,3669187,2736073,11226,3117056,4304896,7,8,/input/data/work/18/5bb91c7a58c3f7e8563dcb067ca9ee,true,-
10,hu-worker-c45,cd/91d391,nf-cd91d3911a97c23a82679d5edecb4a40-86398,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1761230429793,1761230430000,1761230529000,99207,98000,-,202.3,0.2,517947392,3821027328,518483968,3888140288,1740178112,3670762,3365687,11230,0,4288512,12,32,/input/data/work/cd/91d3911a97c23a82679d5edecb4a40,true,-
75,hu-worker-c45,b1/dbc14d,nf-b1dbc14d7fa97dc86fafd5a0860d5773-90ae2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1761230429528,1761230430000,1761230534000,104472,103000,-,199.1,0.2,531472384,4029706240,548978688,4092698624,1831957234,3672462,3544936,11183,0,4321280,12,2,/input/data/work/b1/dbc14d7fa97dc86fafd5a0860d5773,true,-
25,hu-worker-c42,18/fbc605,nf-18fbc6057b5ef4bf0fa58478211bb72c-c5c04,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1761230429190,1761230429000,1761230549000,119810,119000,-,202.2,0.2,456806400,3676979200,457740288,3676987392,2256971372,3675332,4375040,11242,9498624,4722688,45,1,/input/data/work/18/fbc6057b5ef4bf0fa58478211bb72c,true,-
30,hu-worker-c42,cb/b672fe,nf-cbb672fea56827bd74c27dbe87f2080e-3a350,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1761230429687,1761230430000,1761230564000,134313,133000,-,197.7,0.2,543244288,4029706240,550481920,4092624896,2508432559,3694695,4866178,11269,0,4820992,12,10,/input/data/work/cb/b672fea56827bd74c27dbe87f2080e,true,-
11,hu-worker-c40,c6/9a6946,nf-c69a6946f8f7f58dd8de74eb5d705fe8-c82be,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1761230429286,1761230436000,1761230568000,138714,130000,-,201.8,0.2,466829312,3608817664,467046400,3608825856,2183822201,3676834,4232018,11236,0,4521984,7,7,/input/data/work/c6/9a6946f8f7f58dd8de74eb5d705fe8,true,-
