task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,-,nf-1d928dc6-1738925068036/0/nf-1d928dc6-173892-a1c82a49-59c0-487f0,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,samplesheet_full.csv,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1738925070573,1738925172975,1738925174677,104104,1000,-,18.5,0.0,3014656,11575296,3014656,11579392,675966,1028,240,17,0,12288,4,1,gs://nextflow-work-kw/work/1d/928dc6062c4ad592a92c349198171b,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
16,-,nf-84599ace-1738925304470/0/nf-84599ace-173892-91339fff-d3bc-4d2b0,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1738925307345,1738925414171,1738925435666,128321,31000,-,101.5,1.8,1231962112,4640071680,1248264192,4666933248,573650861,2128130,1086738,6119,0,2457600,14,1,gs://nextflow-work-kw/work/84/599ace8495d990acabe39cd90708eb,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
15,-,nf-5d2111ab-1738925304370/0/nf-5d2111ab-173892-4bc91dd4-45cc-49250,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1738925305895,1738925442875,1738925493795,187900,56000,-,86.0,10.9,1858789376,28941926400,1882566656,50397990912,616547820,13142353,142954,551,0,10326016,4125,790,gs://nextflow-work-kw/work/5d/2111ab58f3c236ad31ebc1756b4c84,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
9,-,nf-ba49cda3-1738925389178/0/nf-ba49cda3-173892-1891d559-df01-44790,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1738925392005,1738925502510,1738925553722,161717,57000,-,98.3,2.1,1421332480,4638457856,1421332480,4697362432,1106383452,2308245,2127264,6380,0,2576384,14,1,gs://nextflow-work-kw/work/ba/49cda36a032fc5479e5a0d6bf16871,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
13,-,nf-57f69bd9-1738925445675/0/nf-57f69bd9-173892-22e4fd94-973c-46280,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1738925447162,1738925562365,1738925613653,166491,76000,-,97.3,1.9,1287516160,4640071680,1292812288,4645531648,1449026578,2119927,2796463,6083,0,2408448,14,2,gs://nextflow-work-kw/work/57/f69bd9103d49d1f7596d473bb21c2c,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
10,-,nf-dc03f5cd-1738925389081/0/nf-dc03f5cd-173892-a75fc175-da3a-4cd10,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1738925390549,1738925532026,1738925652955,262406,131000,-,90.2,8.5,1472577536,23146123264,1481809920,40398905344,1155727949,19632957,273088,551,0,10280960,8189,2437,gs://nextflow-work-kw/work/dc/03f5cd63c304cab8871e129a904b57,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
5,-,nf-724528b2-1738925677825/0/nf-724528b2-173892-7bc67b6c-f227-4a560,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.13--h8c37831_0,6,28800000,-,45097156608,1,1738925678864,1738925776497,1738925777089,98225,19000,-,48.7,0.0,6553600,12427264,6553600,12431360,3147395680,5798,48254,20,0,16384,19256,11,gs://nextflow-work-kw/work/72/4528b26f8e353d3be4a62eba788951,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
12,-,nf-f3c27fc9-1738925445778/0/nf-f3c27fc9-173892-4f0dad63-9318-40200,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1738925448576,1738925604362,1738925774321,325745,171000,-,92.0,8.6,1465663488,23187877888,1486323712,40440725504,1497372295,18555609,356766,551,0,10358784,10835,3492,gs://nextflow-work-kw/work/f3/c27fc9e3c33b9bbb0f0c90710b25ef,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
3,-,nf-7423f3f9-1738925590114/0/nf-7423f3f9-173892-a23304a3-522d-490f0,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1738925591179,1738925704592,1738925814323,223144,121000,-,96.5,1.8,1231945728,4635877376,1231945728,4666933248,2355318058,1940888,4566502,5840,0,2244608,14,0,gs://nextflow-work-kw/work/74/23f3f94537a45759457c09f2358cab,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
7,-,nf-533931ea-1738925592304/0/nf-533931ea-173892-2c1930db-347d-4a420,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1738925594663,1738925735403,1738925874955,280292,167000,-,96.2,2.5,1661665280,4635877376,1662844928,4637097984,2388058273,2038330,4630435,6006,0,2379776,14,2,gs://nextflow-work-kw/work/53/3931ea8f55db4a40e302f1463eb17e,-,-,Intel(R) Xeon(R) CPU @ 2.80GHz
