task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
1,hu-worker-c42,cf/c1455d,nf-cfc1455db2ef403546ca7ed70339fd3d-895d6,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,chip_seq_data.csv,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,1073741824,1,1761340489208,1761340490000,1761340492000,2792,0,-,69.6,0.0,2834432,11575296,2834432,11579392,689958,9274,247,18,0,20480,3,2,/input/data/work/cf/c1455db2ef403546ca7ed70339fd3d,true,-
3,hu-worker-c45,dc/e23b6a,nf-dce23b6a86a4260a5ecd9c310a1cc205-1a18c,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,1,14400000,-,1073741824,1,1761340489157,1761340498000,1761340511000,21843,13000,-,99.1,0.0,4968448,12410880,4968448,12414976,3147402585,5944,48261,20,0,16384,8,1773,/input/data/work/dc/e23b6a86a4260a5ecd9c310a1cc205,true,-
214,hu-worker-c40,5a/cd8bbb,nf-5acd8bbbb697e3b504854cc38201082f-e4cdc,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS,genome.fa.sizes,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes),COMPLETED,0,-,quay.io/biocontainers/bedtools:2.30.0--hc088bd4_0,1,14400000,-,1073741824,1,1761340517075,1761340517000,1761340519000,1925,0,-,77.4,0.0,3014656,11575296,3014656,11579392,101821,26538,195,23,0,20480,2,2,/input/data/work/5a/cd8bbbb697e3b504854cc38201082f,true,-
2,hu-worker-c40,24/ed84b0,nf-24ed84b04c329177be6556d35ab47f3f-135f4,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED,genes.gtf,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),COMPLETED,0,-,quay.io/biocontainers/perl:5.26.2,1,14400000,-,3398434816,1,1761340489089,1761340498000,1761340523000,33911,24000,-,99.9,1.1,2856632320,2877734912,2856632320,2877739008,916296005,25693117,112010,3154,0,25702400,11,902,/input/data/work/24/ed84b04c329177be6556d35ab47f3f,true,-
70,hu-worker-c42,05/bdbe68,nf-05bdbe68c29b947162cad01753c0e9a4-1e993,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_R1881_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1761340494330,1761340495000,1761340552000,57670,56000,-,106.8,0.2,458760192,3891286016,459071488,3956301824,569621844,1717382,1078801,5458,4194304,2146304,11,9,/input/data/work/05/bdbe68c29b947162cad01753c0e9a4,true,-
56,hu-worker-c40,1e/9c072e,nf-1e9c072e47ba59141ecafb085a2e8bbd-d2c30,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_Control_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1761340493705,1761340498000,1761340559000,65295,59000,-,106.8,0.1,402116608,3608817664,402116608,3675930624,610681164,1723930,1158996,5469,0,2232320,6,2,/input/data/work/1e/9c072e47ba59141ecafb085a2e8bbd,true,-
68,hu-worker-c45,ca/98ddf1,nf-ca98ddf1dd83b5c16f41467cb8cab64e-8cce4,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_Daro_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1761340494198,1761340497000,1761340556000,61802,57000,-,108.0,0.1,403595264,3608817664,403947520,3675930624,589141282,1729971,1116928,5483,0,2195456,11,9,/input/data/work/ca/98ddf1dd83b5c16f41467cb8cab64e,true,-
69,hu-worker-c45,df/d00587,nf-dfd00587d3af6b9b45e5be9eeeb536de-6e6f8,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_Daro_REP3_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP3_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1761340494260,1761340497000,1761340556000,61740,58000,-,107.2,0.1,400216064,3608817664,401330176,3676299264,601053848,1719630,1140195,5469,0,2187264,11,2,/input/data/work/df/d00587d3af6b9b45e5be9eeeb536de,true,-
64,hu-worker-c40,9f/730b56,nf-9f730b565188422b08588d45dc1bff94-40ded,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_Daro_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1761340494296,1761340498000,1761340557000,62704,58000,-,107.2,0.1,403206144,3608817664,403283968,3675930624,595298087,1730279,1128952,5486,4198400,2220032,12,12,/input/data/work/9f/730b565188422b08588d45dc1bff94,true,-
71,hu-worker-c44,30/11ee5e,nf-3011ee5e9e9846198e2924f91cb02953-52137,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_R1881_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1761340494357,1761340501000,1761340558000,63643,56000,-,106.8,0.1,403177472,3745140736,403529728,3812253696,555671252,1718989,1051556,5466,0,2129920,10,4,/input/data/work/30/11ee5e9e9846198e2924f91cb02953,true,-
