name,id,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070151),10,3.908230608333334e-05,7.858380833333334e-07,49.0,9.0,Intel(R) Xeon(R) Gold 6426Y,2,None,174.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070134),6,1.7653365203703706e-05,3.511260925925926e-07,49.0,7.0,Intel(R) Xeon(R) Gold 6426Y,2,None,68.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070150),9,2.6083536629629633e-05,5.218637407407408e-07,49.0,8.0,Intel(R) Xeon(R) Gold 6426Y,2,None,111.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070130),2,2.667033499537037e-05,5.351458842592593e-07,49.0,7.0,Intel(R) Xeon(R) Gold 6426Y,2,None,143.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070132),4,3.243551120833333e-05,6.501892083333334e-07,49.0,9.0,Intel(R) Xeon(R) Gold 6426Y,2,None,131.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070141),7,3.400413709259259e-05,6.848153148148148e-07,49.0,7.0,Intel(R) Xeon(R) Gold 6426Y,2,None,204.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070149),8,2.6910787523148152e-05,5.400530787037038e-07,49.0,7.0,Intel(R) Xeon(R) Gold 6426Y,2,None,145.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070133),5,2.5588298620370364e-05,5.130635092592592e-07,49.0,7.0,Intel(R) Xeon(R) Gold 6426Y,2,None,134.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070131),3,1.6471119972222226e-05,3.2830530555555564e-07,49.0,6.0,Intel(R) Xeon(R) Gold 6426Y,2,None,81.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY,1,0.0011303235636064815,2.2384441162037038e-05,49.0,523.0,Intel(R) Xeon(R) Gold 6426Y,2,None,47.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10102392),11,4.0361917944444444e-05,8.080326111111111e-07,49.0,12.0,Intel(R) Xeon(R) Gold 6426Y,2,None,117.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10102393),30,3.208632314351852e-05,6.40449587962963e-07,49.0,11.0,Intel(R) Xeon(R) Gold 6426Y,2,None,91.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10102394),35,2.9341136481481487e-05,5.857320370370372e-07,49.0,10.0,Intel(R) Xeon(R) Gold 6426Y,2,None,92.0,12884901888.0,None
NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (SRR10070132),20,0.004247987199879629,8.247221187962962e-05,49.0,2423.0,Intel(R) Xeon(R) Gold 6426Y,6,None,66.0,17179869184.0,None
NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (SRR10102394),36,0.005060063708518519,9.901558407407409e-05,49.0,2440.0,Intel(R) Xeon(R) Gold 6426Y,6,None,122.0,17179869184.0,None
NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (SRR10070141),18,0.004790154468685186,9.348632557407408e-05,49.0,2452.0,Intel(R) Xeon(R) Gold 6426Y,6,None,101.0,17179869184.0,None
NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (SRR10070151),13,0.0050226451883611115,9.823626080555555e-05,49.0,2449.0,Intel(R) Xeon(R) Gold 6426Y,6,None,118.0,17179869184.0,None
NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (SRR10070130),16,0.0051149311717777765,0.00010001685711111109,49.0,2508.0,Intel(R) Xeon(R) Gold 6426Y,6,None,116.0,17179869184.0,None
